doc_id	sentence_id	sentence
wiki_17909	2	État fédéré situé au nord du pays, il est le quatorzième en nombre d'habitants et le sixième en superficie.
wiki_17909	3	Sa capitale est Schwerin et sa ministre-présidente Manuela Schwesig.
wiki_18167	1	Dans la mythologie égyptienne, Min est un dieu ithyphallique du neuvième nome de Haute-Égypte qui portait le nom de Minou (le foudre de Min).
wiki_18167	2	Divinité de la fertilité et de la reproduction.
wiki_18167	3	Il est « le taureau de sa mère », la déesse ciel qu'il féconde chaque soir pour donner naissance au soleil.
wiki_18167	4	D'autres traditions font de lui le protecteur des pistes du désert Arabique, ou le géniteur qui fertilise la terre pour permettre la moisson.
wiki_18167	5	Il est représenté sous les traits d'un homme momiforme debout le pénis en érection, coiffé de deux hautes plumes et tenant un fléau dans sa main droite levée.
wiki_18167	6	Il finit par être absorbé par Amon pour devenir Amon-Min, puis par Horus devenant Min-Horus capable de faire taire Seth.
wiki_18167	7	Dieu tutélaire de la ville de Coptos, on trouve également des centres de son culte dans les villes de Akhmîm, de Qift et de Louxor.
wiki_18167	8	Min est sans doute une des divinités les plus anciennes de l'Égypte.
wiki_18167	9	Figuré à l'époque prédynastique sous l'aspect d'un fétiche, il est représenté dès la Ire dynastie sous forme humaine, le bras droit tenant le flagellum levé dans son dos, la peau couleur noire rappelant la couleur du limon, le phallus (pénis en érection), symbole de fertilité et procréation, une laitue romaine au pouvoir aphrodisiaque souvent à ses côtés.
wiki_18167	10	Sa tête est coiffée d'un ruban enserrant deux hautes plumes.
wiki_18167	11	Son corps est gainé dans un linceul, ce qui lui donne la forme d'une momie, portant le linceul osiriaque.
wiki_18167	12	Au Nouvel Empire, lors des couronnements ou des jubilés (fête-Sed) le pharaon cherchait auprès de Min à récupérer ses pouvoirs de force et de fertilité.
wiki_18167	13	Lors des grandes fêtes de Min au moment des moissons, il coupait la première gerbe qu'il offrait au dieu.
wiki_18167	14	Par syncrétisme, il fut identifié à Amon sous Amon-Min, permettant à Amon de récupérer les pouvoirs de fertilité.
wiki_18167	15	Les représentations du dieu Min sont nombreuses en Égypte et couvrent toute l'histoire pharaonique, faisant de lui l'un des dieux principaux du panthéon égyptien.
wiki_18167	16	Ses lieux de culte sont Coptos, car on attribuait à Min le pouvoir de protéger les routes caravanières qui traversaient le désert oriental en direction de la mer Rouge, et Akhmîm, en Haute-Égypte.
wiki_18167	17	Il est aussi avec la déesse Hathor, « la dame de la turquoise et de l'améthyste », le roi et protecteur des mines et des carrières, en somme de tout ce qui est lié à la montagne.
wiki_18599	1	L'Attique (en grec ancien Ἀττική / Attikḗ, en grec moderne Αττική / Attikí) est une péninsule et une région historique de Grèce située dans le prolongement du Pinde.
wiki_18599	2	Elle s'avance dans la mer Égée entre le golfe des îles Petalis à l'est et le golfe Saronique à l'ouest ; son extrémité méridionale est constituée du cap Sounion.
wiki_18599	3	Elle est bordée au nord par la Béotie et à l'ouest par la Mégaride.
wiki_18599	4	Elle correspond approximativement à la périphérie moderne de l'Attique.
wiki_18599	5	Elle constituait le territoire de la cité-État d'Athènes.
wiki_18599	6	Le centre de la péninsule est aujourd’hui fortement urbanisé avec l'agglomération formée par Athènes, Le Pirée, Chalándri, Maroússi, Acharnes et Éleusis.
wiki_1860	1	Télérama est un magazine culturel français hebdomadaire fondé en 1947 par Georges Montaron.
wiki_1860	2	Il traite du cinéma, des documentaires, de la musique, de la littérature, du théâtre, et de la vie culturelle en général.
wiki_1860	3	Malgré sa vocation de publier les programmes de télévision, ceux-ci ne constituent pas l'essentiel de sa pagination, contrairement à ses concurrents de la presse de télévision, comme Télé 7 jours, Télé poche, Télé Star, Télé Z. Télérama paraît chaque mercredi et donne les programmes du samedi au vendredi suivant.
wiki_1860	4	Il est une filiale du Groupe Le Monde.
wiki_18722	1	Les élections législatives en France déterminent les représentants siégeant à la chambre basse du Parlement.
wiki_18722	2	Cette chambre a eu plusieurs dénominations au cours de l'histoire, notamment : Assemblée législative sous la Révolution, Chambre des députés sous la Restauration, la monarchie de Juillet et la IIIe République, puis enfin Assemblée nationale sous les IVe et Ve Républiques.
wiki_18722	3	Sous la Cinquième République, toutes les élections législatives ont eu lieu au scrutin uninominal majoritaire à deux tours sauf les élections de 1986.
wiki_18722	4	Les dernières élections législatives ont eu lieu en métropole les 12 et 19 juin 2022 et un jour plus tôt pour les territoires ultramarins.
wiki_19151	1	Manhwa (hangeul : 만화, prononciation : /man.hwa/) est le nom donné à la bande dessinée en Corée, ce terme est aussi utilisé à l'étranger pour désigner la bande dessinée coréenne.
wiki_19151	2	Part importante de la culture coréenne, le manhwa est très dynamique et se décline sous de nombreuses formes : papier, internet et téléphone mobile.
wiki_19151	3	La Corée du Sud est aujourd'hui l'un des premiers pays producteurs de bandes dessinées du monde.
wiki_19151	4	Un auteur de manhwa est appelé un manhwaga.
wiki_19157	1	Le mont Fuji /mɔ̃ fudʒi/ ou /mɔ̃ fuʒi/ (富士山, Fujisan?, /ɸɯꜜdʑisaɴ/[note 2] Écouter) est une montagne du centre du Japon qui se trouve sur la côte sud de l'île de Honshū, au sud-ouest de l'agglomération de Tokyo.
wiki_19157	2	Avec 3 776 mètres d'altitude, il est le point culminant du Japon.
wiki_19157	3	Situé dans une région où se rejoignent les plaques tectoniques pacifique, eurasienne et philippine, la montagne est un stratovolcan toujours considéré comme actif, sa dernière éruption certaine s'étant produite fin 1707, bien que le risque éruptif soit actuellement considéré comme faible.
wiki_19157	4	À son sommet a été construit un observatoire météorologique et malgré les conditions climatiques rigoureuses, la montagne est une destination extrêmement populaire en particulier pour les Japonais, qu'ils soient shintoïstes ou bouddhistes, en raison de sa forme caractéristique et du symbolisme religieux traditionnel dont il est porteur.
wiki_19157	5	Il a ainsi été le sujet principal ou le cadre de nombreuses œuvres artistiques, notamment picturales au cours des siècles.
wiki_19157	6	Pourtant, cette fréquentation fragilise l'environnement.
wiki_19157	7	Aussi, le 22 juin 2013, il est inscrit au patrimoine mondial de l'UNESCO sous le titre « Fujisan, lieu sacré et source d'inspiration artistique ».
wiki_19435	1	Windows Vista est un système d'exploitation propriétaire de la famille Microsoft Windows, et plus précisément de la branche Windows NT (NT 6.0), développé et commercialisé par la société Microsoft.
wiki_19435	2	Il a été mis sur le marché le 30 janvier 2007, soit plus de cinq ans après son prédécesseur, Windows XP.
wiki_19435	3	Son successeur est Windows 7, sorti en octobre 2009.
wiki_19435	4	Selon Microsoft, Windows Vista contient des centaines de nouvelles fonctionnalités.
wiki_19435	5	Les plus significatives d'entre elles sont probablement le renouveau de l'interface graphique, une fonction de recherche plus développée grâce à l'indexation, de nouveaux outils de création multimédia, comme le créateur de DVD Windows, la configuration réseau en partie réécrite et, enfin, le noyau NT6 assurant une plus grande stabilité et de meilleures performances.
wiki_19435	6	Windows Vista vise à augmenter le niveau de communication entre les machines sur un réseau local en utilisant la technologie du peer-to-peer qui simplifie le partage de fichiers et de médias numériques entre les ordinateurs et les périphériques.
wiki_19435	7	Pour les développeurs, Vista introduit la version 3 du Framework .NET qui a pour objectif de faciliter la programmation d'applications par rapport à l'utilisation traditionnelle des API Windows.
wiki_19435	8	Le premier objectif de Microsoft était d'obtenir une meilleure sécurité pour le système.
wiki_19435	9	Une des critiques les plus courantes de Windows XP et de ses prédécesseurs concernait leur vulnérabilité aux logiciels malveillants et aux virus.
wiki_19435	10	Ces failles, une fois découvertes, étaient assez souvent exploitées et permettaient de pénétrer dans l'ordinateur.
wiki_19435	11	À la vue de ceci, Bill Gates a annoncé début 2002 le rachat de Trustworthy Computing pour ajouter de nouvelles fonctions de sécurité dans les prochaines versions de Windows.
wiki_19435	12	Microsoft a déclaré avoir donné la priorité à l'amélioration de la sécurité de Windows XP et celle de Windows Server 2003 avant de finir le développement de Vista, ce qui a retardé de manière significative sa version finale.
wiki_19435	13	Le nom Windows Vista a été annoncé comme nom définitif le 22 juillet 2005.
wiki_19435	14	Auparavant, le nom de code du système était Longhorn.
wiki_19435	15	Le support de Windows Vista a pris fin le 11 avril 2017.
wiki_19435	16	Depuis cette date, Microsoft n'offre plus de nouvelles mise à jour du système d'exploitation ni de correctif de sécurité pour cette version de Windows.
wiki_19435	17	Entre autres, la base virale de Windows Defender n'est plus gérée.
wiki_19592	1	Curaçao ( \ky.ʁa.so\ ;
wiki_19592	2	en papiamento : Kòrsou) est l'une des îles Sous-le-Vent aux Petites Antilles (Caraïbes), formant un État autonome au sein du royaume des Pays-Bas depuis la dissolution de la fédération des Antilles néerlandaises le 10 octobre 2010.
wiki_19592	3	Elle compte 158 665 habitants (2019) pour une superficie de 444 km2.
wiki_19592	4	Sa capitale est Willemstad et son code est ISO 3166-1 alpha-2 « CW ».
wiki_19688	1	Le bombardement de Dresde eut lieu du 13 au 15 février 1945, selon les principes de la directive du ministère de l'Aviation du gouvernement britannique sur le bombardement de zone du 14 février 1942, devenue avec l'USAAF la directive de Casablanca (en) en 1943.
wiki_19688	2	Il détruisit presque entièrement la ville allemande de Dresde, dans le cadre d'un bombardement combiné en bomber stream.
wiki_19688	3	L'United States Army Air Forces (USAAF) et la Royal Air Force (RAF) utilisèrent des bombes incendiaires notamment à la thermite, l'emploi du phosphore étant lui discuté.
wiki_19688	4	Les bombes classiques et à retardement furent aussi utilisées.
wiki_19688	5	L'évaluation actuelle du nombre des victimes se situe autour de 35 000 morts (dont 25 000 corps identifiés).
wiki_20398	1	La bataille d’Austerlitz (aujourd’hui en République tchèque), affrontement décisif de la campagne d'Allemagne, se déroule le lundi 2 décembre 1805, entre Brünn et Austerlitz, dans le sud de la Moravie, alors possession autrichienne.
wiki_20398	2	Cette bataille oppose la Grande Armée commandée par Napoléon Bonaparte, sacré empereur des Français un an jour pour jour auparavant, aux troupes de François Ier, empereur d'Autriche et du Saint-Empire romain germanique, et aux forces russes d'Alexandre Ier, tsar de Russie.
wiki_20398	3	Les trois souverains sont présents sur le champ de bataille, d'où son surnom de « bataille des Trois Empereurs ».
wiki_20398	4	Après neuf heures de combats, la Grande Armée de Napoléon, malgré son infériorité numérique, met en déroute, encercle et bat de façon décisive les forces de la Troisième Coalition qui se dissout à la suite de la bataille, obligeant l'Autriche à signer la paix de Presbourg.
wiki_20398	5	Outre son importance stratégique, cette bataille, la campagne qui l'a précédée, menant la Grande Armée de Boulogne-sur-Mer (Pas-de-Calais) jusqu’à Austerlitz, et les ruses de Napoléon, sont considérées comme un chef-d'œuvre tactique de Napoléon Ier, enseignée dans toutes les académies militaires au monde.
wiki_20398	6	Le Royaume-Uni, membre et financeur de la coalition, n'a que marginalement contribué aux opérations terrestres : ses petits contingents débarqués en Italie et en Allemagne du nord n'ont pas affronté la Grande Armée.
wiki_20398	7	Victorieux sur mer à la bataille de Trafalgar en octobre 1805, le Royaume-Uni demeure la seule grande puissance à continuer de s’opposer à l'empire napoléonien.
wiki_20418	1	On appelle dragage l'opération qui consiste à extraire les matériaux situés sur le fond d'un plan d'eau.
wiki_20418	2	L'objectif peut être de réaliser des travaux de génie portuaire (creusement de bassins ou de chenaux), d'entretenir les chenaux fluviaux ou maritimes empruntés par les navires lorsqu'ils ont été comblés par les sédiments, d'effectuer des opérations de remblaiement pour reconstituer les plages ou gagner des terres sur la mer ou d'extraire des granulats marins pour répondre aux besoins du secteur de la construction.
wiki_20418	3	Les travaux de dragage sont réalisés par des navires et engins spécialisés dont les caractéristiques dépendent de la nature des travaux et de l'environnement dans lequel ils doivent être effectués : dragues hydrauliques ou dragues mécaniques, navires capables de manœuvrer ou simples pontons.
wiki_20418	4	Les matériaux extraits sont stockés à bord pour être transportés plus loin, placés dans des barges attenantes ou évacués par des canalisations.
wiki_20418	5	Selon ses caractéristiques la drague effectue son travail en étant statique ou en mouvement.
wiki_20418	6	Les produits du dragage sont le plus souvent soit stockés à terre sur des terrains aménagés soit rejetés en mer (clapage), généralement à l'intérieur de périmètres définis.
wiki_20418	7	Les sédiments, lorsqu'ils sont extraits de zones concentrant des activités industrielles ou portuaires, peuvent être fortement pollués notamment par les métaux lourds.
wiki_20418	8	Pour ces raisons, ainsi que pour contrôler l'incidence du dragage sur l'environnement au sens large, l'activité de dragage est généralement contrôlée.
wiki_20418	9	En France, où environ 50 millions de m³ de sédiments sont extraits chaque année, une opération de dragage donne lieu le cas échéant à une enquête publique et étude d'impact.
wiki_20448	1	La Langoustine commune (Nephrops norvegicus) est « la langoustine » proprement dite (et commercialement parlant).
wiki_20448	2	C'est l'une des espèces de Nephropinae appelées « langoustine ».
wiki_20448	3	Nephrops norvegicus est l'unique espèce du genre Nephrops.
wiki_20448	4	Contrairement à ce que son nom peut suggérer, la langoustine n’est pas une petite langouste.
wiki_20448	5	Elle appartient à un infra-ordre qui inclut également le homard et les écrevisses, mais pas les langoustes.
wiki_20448	6	Elle est également connue sous son nom italien de « scampi ».
wiki_20538	1	La coprophagie (du grec ancien : κόπρος / kópros, « excrément ») (ou scatophagie), consiste à consommer des matières fécales.
wiki_20538	2	Ce comportement est un mode d'alimentation normal, plus ou moins complémentaire, pour de nombreux animaux.
wiki_20538	3	Les insectes en particulier ont un rôle important à jouer dans le recyclage de cette matière organique fertilisante.
wiki_20538	4	Quand elle se manifeste chez des espèces pour lesquelles elle n'est pas naturelle, cette pratique révèle une carence alimentaire ou un désordre psychologique, notamment chez l'humain.
wiki_20611	1	Un prêtre orthodoxe, souvent appelé pope en français, est un prêtre ordonné par l'une des Églises de la Communion orthodoxe.
wiki_20611	2	Contrairement à l’usage de l'Église catholique de rite latin, l’Église orthodoxe peut ordonner des hommes mariés.
wiki_20611	3	Seuls les moines sont astreints au célibat et à la continence.
wiki_20611	4	Les célibataires ne peuvent plus se marier après leur ordination, mais en revanche, ils peuvent devenir hiérarques ;
wiki_20611	5	les évêques ne sont choisis que parmi les moines.
wiki_20611	6	Les prêtres orthodoxes pouvant être mariés, leurs familles se transmettaient souvent cette vocation de père en fils, créant des dynasties ainsi qu’un milieu intellectuel spécifique.
wiki_20611	7	Les femmes ne peuvent être ordonnées, mais l’épouse d’un prêtre orthodoxe jouit d’une grande considération, est souvent la conseillère ou la porte-parole des autres femmes de la communauté, et est nommée παπαδία (papadía) en grec et (popadia) en serbe et попова ou поповка (popova ou popovka) dans certaines langues slaves.
wiki_20643	1	La vérité (du latin veritas, « vérité », dérivé de verus, « vrai ») est la correspondance entre une proposition et la réalité à laquelle cette proposition réfère.
wiki_20643	2	Cependant cette définition correspondantiste de la vérité n'est pas la seule, il existe de nombreuses définitions du mot et des controverses classiques autour des diverses théories de la vérité.
wiki_20643	3	En mathématiques, une vérité première admise sans démonstration est un axiome.
wiki_20736	1	Rachida Dati, née le 27 novembre 1965 à Saint-Rémy (Saône-et-Loire), est une femme politique française.
wiki_20736	2	Magistrate en disponibilité (devenue avocate à titre dérogatoire en 2010) et conseillère de Nicolas Sarkozy, dont elle est porte-parole lors de la campagne pour l'élection présidentielle de 2007, elle est garde des Sceaux, ministre de la Justice au sein des gouvernements François Fillon I et II, ce qui fait d'elle la première personnalité politique née de parents immigrés maghrébins à occuper un ministère régalien dans un gouvernement français.
wiki_20736	3	Garde des Sceaux, elle restreint l'excuse de minorité, instaure les peines-planchers, réforme le code pénal des mineurs et la carte judiciaire, crée le défenseur des droits et le contrôleur général des lieux de privation de liberté et soutient la révision constitutionnelle de 2008 qui restreint la consécution des mandats présidentiels, le recours au « 49-3 » et au droit de grâce, institue la question prioritaire de constitutionnalité et le référendum d'initiative partagée.
wiki_20736	4	Députée européenne de 2009 à 2019 et maire du 7e arrondissement de Paris depuis 2008, elle est tête de liste des Républicains aux élections municipales de 2020 à Paris, qu'elle perd au second tour face à la maire socialiste sortante, Anne Hidalgo.
wiki_20736	5	Dans la foulée, elle devient présidente du principal groupe d’opposition au Conseil de Paris.
wiki_20736	6	Elle est aussi conseillère de la métropole du Grand Paris.
wiki_20916	1	Le Championnat de France de football, appelé Ligue 1 (ou Ligue 1 Uber Eats pour des raisons de sponsoring avec Uber Eats), est le championnat professionnel de football masculin et féminin de plus haut niveau de la Fédération française de football.
wiki_20916	2	Il regroupe les meilleurs clubs de France métropolitaine et de Monaco.
wiki_20916	3	Créé en 1932 sous le nom « Division nationale », il devient en 1972 « Division 1 » (D1) et reçoit en 2002 son nom actuel de « Ligue 1 » (L1).
wiki_20916	4	Organisé annuellement, de l'été au printemps suivant, par la Ligue de football professionnel, il oppose en 2023-2024 dix-huit clubs sur 34 journées (aller et retour) diffusées sur Prime Video depuis 2021 (auparavant depuis 1984 à la télévision par Canal+).
wiki_20916	5	Le Paris Saint-Germain est le club le plus couronné de la compétition avec onze titres ainsi que l'actuel champion, avec son dernier sacre à l'issue de l'édition 2022-2023.
wiki_20916	6	Il est également le club ayant disputé le plus de saisons d’affilée en première division avec quarante-neuf saisons entre 1974 et 2023, série en cours.
wiki_20916	7	Viennent ensuite, aux 2ème et 3ème places, toutes époques confondues aussi, l'AS Saint-Étienne et l'Olympique de Marseille avec respectivement dix et neuf titres.
wiki_20916	8	Le club ayant disputé le plus grand nombre d'éditions est l'Olympique de Marseille (73 en 2022-2023).
wiki_20916	9	L'AS Saint-Étienne fut le premier club français à avoir obtenu 10 titres, en 1981.
wiki_20916	10	L'italo-argentin Delio Onnis est le meilleur buteur de toute l'histoire de la première division.
wiki_21044	1	Le terme escargot est un nom vernaculaire qui en français désigne des gastéropodes à coquille, généralement terrestres et appelés aussi des limaçons, ou colimaçons par opposition aux limaces.
wiki_21044	2	Ce sont tous des mollusques, quelle que soit leur taille (le plus petit escargot mesure à peine un millimètre de diamètre, tandis que le plus grand escargot mesure 20 cm) ou leur forme.
wiki_21044	3	40 % des mollusques étant des escargots terrestres, certains escargots toutefois sont des espèces aquatiques, plutôt d'eau douce : Basommatophora tels les limnées ou les planorbes, souvent appelés « escargots nettoyeurs » par les amateurs d'aquariophilie.
wiki_21044	4	La plupart des escargots sont phytophages, quoique quelques espèces soient omnivores, zoophages ou détritivores.
wiki_21044	5	Il en existe de nombreuses espèces, les plus discrètes restant très mal connues et beaucoup sans doute encore inconnues.
wiki_21044	6	En 2004, près de 80 000 avaient été décrites, sur les 200 000 mollusques répertoriés (selon le biologiste Benoît Fontaine il pourrait en exister de 5 à 10 millions), dont 500 en France.
wiki_21044	7	Rien qu'en Slovaquie, les spécialistes ont identifié 53 espèces aquatiques (en eau douce) et 175 terrestres, soit 228 au total.
wiki_21044	8	C'est beaucoup plus qu’aux Pays-Bas, où 169 espèces ont quand même été identifiées (52 en eau douce et 117 sur terre).
wiki_21044	9	Il est fréquent de trouver des espèces endémiques sur les îles ou dans des milieux très isolés depuis longtemps.
wiki_21113	1	Le concept de « société de consommation », répandu surtout dans la seconde moitié du XXe siècle, désigne un système économique et social fondé sur la création et la stimulation systématique d'un désir de profiter de biens de consommation et de services dans des proportions toujours plus importantes.
wiki_21113	2	Les techniques du marketing et de la publicité sont utilisées par les cadres d'entreprise afin d'inciter leur clientèle à acheter au-delà de leurs besoins, tandis que les biens sont conçus pour avoir une courte durée de vie par le biais à la fois de l'obsolescence programmée et de l'innovation.
wiki_21113	3	Il s'agit de pousser à la consommation, ce qui stimule la production, toutes les mesures étant prises pour que le désir de consommer l'emporte sur toute considération éthique.
wiki_21113	4	Le concept de « société de consommation » est ordinairement associé à une conception du monde décrite comme matérialiste, individualiste, marchande et adepte du progrès technique privilégiant les intérêts sur le court terme et les plaisirs éphémères au détriment de l'écologie et des relations sociales.
wiki_21113	5	Dans une société de consommation, la croissance économique constitue l'objectif des milieux politiques et économiques (patronat et syndicats confondus).
wiki_21113	6	Dès lors, l'augmentation du pouvoir d'achat et le partage des richesses deviennent les principaux motifs de contestation des individus.
wiki_21113	7	Ayant été surtout utilisée pour critiquer la société moderne et le capitalisme, l'expression est moins employée depuis la fin de la Guerre froide et la chute de l'URSS, c'est-à-dire depuis que le capitalisme n'est plus une idéologie concurrencée par un bloc adverse et qu'il séduit l'ensemble de la planète.
wiki_21113	8	En outre, si le modèle de société de consommation est principalement répandu dans les pays occidentaux, qui en sont les précurseurs, dans le cadre de la mondialisation, des pays émergents font leur apparition et aspirent également à l'adoption de cet idéal.
wiki_21113	9	Cependant, un pan croissant de scientifiques affirme qu'une forte réduction de notre consommation est nécessaire, pour faire face à l'urgence écologique.
wiki_21113	10	Ils remettent à nouveau en cause ce modèle de société, avec pour objectif d'en sortir.
wiki_21113	11	Ces mêmes scientifiques proposent ainsi diverses solutions afin de créer les conditions d'une société à la fois soutenable et épanouissante.
wiki_21481	1	Le rat brun (Rattus norvegicus) est une espèce de rat.
wiki_21481	2	C'est un rongeur trapu de la famille des Muridae.
wiki_21481	3	Il a un corps long d'environ 25 cm et une queue d'à peu près la même taille.
wiki_21481	4	Adulte, il pèse environ 300 g.
wiki_21481	5	Il est donc plus grand et plus lourd que son proche parent le rat noir (Rattus rattus).
wiki_21481	6	Il est appelé rat brun, rat d'égout, rat de Norvège ou encore rat gris pour le distinguer du rat noir.
wiki_21481	7	Comme tous les rats du genre Rattus, le rat brun est originaire d'Extrême-Orient, plus précisément de la Chine.
wiki_21481	8	C'est le plus nordique des rats, dont la plupart des espèces vivent sous les tropiques et l'équateur.
wiki_21481	9	Il se répand vers l'Europe à travers les steppes d'Asie centrale bien plus tard que le rat noir, puisque les premiers sont signalés sur le Vieux continent au XVIe siècle ; toutefois, c'est surtout au cours du XVIIIe siècle qu'il envahit massivement toute l'Europe.
wiki_21481	10	Le rat brun est aujourd'hui présent sur tous les continents, excepté l'Antarctique.
wiki_21481	11	Il vit au contact des êtres humains et plus particulièrement dans les espaces urbains équipés d'égouts.
wiki_21481	12	C'est un animal nocturne, omnivore à tendance carnivore qui se nourrit des déchets des citadins.
wiki_21481	13	L'essentiel des rats bruns nichent dans les égouts, qui leur offrent un abri dépourvu de prédateurs et des opportunités de nidification, d'où le nom de « rat d'égout ».
wiki_21481	14	Grégaire, le rat brun vit la plupart du temps en groupes très hiérarchisés.
wiki_21481	15	Extrêmement prolifique, cette espèce est connue comme vecteur possible de nombreuses maladies, ce qui fait considérer le rat brun comme un animal nuisible et potentiellement invasif, au même titre que plusieurs autres espèces de rats.
wiki_21481	16	Toutefois, ce rat intelligent, sociable et facile à apprivoiser, est également l'espèce souche du rat domestique d'élevage.
wiki_21481	17	Utilisé principalement en expérimentation comme animal de laboratoire et organisme modèle, c'est aussi un animal de compagnie dont le succès va croissant.
wiki_21504	1	L'United States Navy ou US Navy est la marine de guerre des États-Unis et représente l'une des six composantes des Forces armées des États-Unis.
wiki_21504	2	Elle est depuis la Seconde Guerre mondiale la première force aéronavale au monde.
wiki_21504	3	Elle dépend du département de la Marine des États-Unis administré par le secrétaire à la Marine des États-Unis et elle est dirigée par le chef des Opérations navales.
wiki_21504	4	L'US Navy fait suite à Continental Navy, établie pendant la révolution américaine et démobilisée au terme du conflit.
wiki_21504	5	Après que les pirates Barbaresques, basés à Alger, ont mis la main sur plusieurs navires et leur cargaison, et réduit leurs équipages en esclavage, le Congrès des États-Unis d'Amérique vote le Naval Act de 1794.
wiki_21504	6	Ce texte lance la construction de six frégates, les premiers bateaux de l'US Navy.
wiki_21504	7	Par la suite, celle-ci joue un rôle important lors de la guerre civile américaine en établissant un blocus autour des ports Confédérés et en assurant le contrôle des fleuves et rivière navigables.
wiki_21504	8	L'US Navy joue un rôle central dans l'engagement américain lors de la Seconde Guerre mondiale, notamment dans les affrontements contre le Japon impérial ou lors du débarquement de Normandie.
wiki_21504	9	L'US Navy est composée en février 2014 de plus de 283 bâtiments de combat dont les plus imposants (et importants) sont ses onze porte-avions géants et d'une aéronautique navale comportant environ 3 700 avions militaires opérationnels.
wiki_21504	10	Il faut y ajouter les 110 navires auxiliaires, de soutien et de transport opérationnel, ravitailleurs et pétroliers, et les transports du Military Sealift Command ainsi que la Flotte de réserve.
wiki_21504	11	Plus d'un demi-million d'hommes et de femmes en font partie, que ce soit en service actif (226 551 au 30 septembre 2007) ou dans la réserve.
wiki_21504	12	Son budget est, en 2015, au premier rang des branches des forces des États-Unis avec 147,7 milliards de dollars américains dont 22 milliards consacrés à la construction navale et aux systèmes maritimes.
wiki_21504	13	L'United States Marine Corps dépend administrativement également du Département de la Marine des États-Unis.
wiki_21504	14	En cas de guerre, les forces de l'United States Coast Guard, qui relèvent depuis 2002 du département de la Sécurité intérieure, sont placées sous le commandement de l'US Navy.
wiki_21509	1	Vougeot est une commune française située à 19 km au sud de Dijon et 5 km au nord de Nuits-Saint-Georges dans le département de la Côte-d'Or en région Bourgogne-Franche-Comté.
wiki_21509	2	Ce village touristique et viticole, situé sur la route des Grands Crus entre Chambolle-Musigny et Flagey-Echézeaux le long de la côte de Nuits, jouit d'une réputation mondiale de prestige grâce à ses vins de Bourgogne avec une appellation grand cru Clos de Vougeot et quatre appellations premiers crus :
wiki_21509	3	Clos de la Perrière, Le Clos Blanc, Les Crâs, Les Petits Vougeots.
wiki_21509	4	Vougeot assure également le folklore gastronomique de toute la Bourgogne-Franche-Comté avec son Château du Clos de Vougeot et sa Confrérie des Chevaliers du Tastevin.
wiki_21973	1	Le frelon européen ou frelon (Vespa crabro) est une espèce d'hyménoptères eusociaux de la famille des Vespidés ressemblant à une guêpe commune mais de taille deux fois plus importante ;
wiki_21973	2	il s'agit de la plus grosse des espèces de guêpes européennes.
wiki_21973	3	On l'appelle aussi cul jaune dans l'Est de la France, beurgot (burgaud en occitan) dans le Sud-Ouest de la France, talène en Suisse, bombe ou cabridan en Provence, calavrone en Corse, lombarde en Bresse et en Lyonnais et arcier ou guichard dans la Nièvre et le Morvan.
wiki_21973	4	Le frelon européen est capable de tenir 5 minutes en apnée maximum.
wiki_21973	5	Ainsi, il est important de maîtriser la fabrication de vos pièges.
wiki_22247	1	Le fourreau est un étui de protection pour une arme blanche droite.
wiki_22247	2	Les armes ayant le plus souvent un fourreau sont les dagues et les épées.
wiki_22247	3	Pour un couteau, on parlera plus volontiers d’étui.
wiki_22247	4	Les fourreaux ont pour la plupart une construction rigide, avec une âme en bois ou en métal pouvant être recouvert de cuir, tandis que les étuis sont principalement composés de cuir.
wiki_22247	5	Dans les deux cas des plastiques plus ou moins rigides peuvent remplacer ces matériaux actuellement.
wiki_22247	6	Les armes blanches n’ont pas toujours été protégées par un fourreau.
wiki_22247	7	Quand elles le furent, les fourreaux furent assez rapidement renforcés aux points fragiles, notamment le fond de fourreau où la lame à la fois pesait le plus et, amincie, était la plus à même de l’endommager.
wiki_22247	8	Le renfort né pour compenser s’appelle la bouterolle.
wiki_22247	9	Les fourreaux tardifs étaient grandement ornementés, d’autant plus que l’arme était rarement sortie.
wiki_22342	1	Les Arabes (singulier : Arabe ;
wiki_22342	2	en arabe (singulier) : عَرَبِيٌّ, « arabīyun », (pluriel) : عَرَب, « ʿarab ») sont un groupe ethnique habitant le Moyen-Orient et l'Afrique du Nord.
wiki_22342	3	Connus dès l'Antiquité sous le nom de arabe, les arabes ont porté différents noms durant l'histoire, tels que Sarrasins, Maures, Himyarites, Phéniciens, Nabatéens et autres.
wiki_22342	4	Ils sont répartis dans une zone s'étendant dans tout le monde arabe : Moyen-Orient, Afrique du Nord, Corne de l’Afrique, et îles de l’océan Indien (y compris les Comores).
wiki_22342	5	De plus, une importante diaspora arabe est établie dans le monde entier en nombre significatif, dans les Amériques, en Europe occidentale, en Indonésie, au Pakistan, en Inde et d'importantes minorités arabes vivent en Turquie, en Iran, au Mali, au Niger, au Tchad, au Kenya et en Tanzanie.
wiki_22342	6	Ils sont estimés à environ 450 millions dans le monde, c'est le troisième plus grand peuplement ethnique du monde.
wiki_22342	7	La première mention des Arabes est apparue au milieu du IXe siècle av. J.-C..
